Unnamed: 0,logpred
14282777,4.865026854191775
17029381,5.921505209751395
7824740,4.925779662804256
19811650,5.680542433551128
12410741,4.203016959523506
19589738,4.701142531729363
15470255,4.944378228501791
6128434,4.652217007077225
18358465,4.627517426872469
8760362,3.70624043826248
11755946,4.63116317827407
8327302,5.148977707206103
13884363,4.549594130483868
6103273,5.2240073810540455
18724232,4.690878235039116
19086978,4.080498503424252
6834210,4.707814954323127
9013556,4.816384398443109
11759260,4.956472290797098
8382187,4.951889399524631
1840445,4.105821961100145
15202859,3.934231341175396
18361399,4.9482073765661285
17881079,4.171461549710503
16227150,5.869497669899698
9770459,4.66109472033663
4341518,4.848203329593519
10516580,4.9615132485404905
16416474,4.68019942899623
5085892,4.771849890132932
13697587,4.281004426966789
12158766,4.37306476859203
5386312,5.3470922189345265
17692345,4.109369899258144
16026765,4.9212648388724025
18505615,4.0519189372824345
2262885,4.672086533199518
16674812,4.1991853433147295
1628130,5.132912310184115
15379798,4.729568180054344
20173503,5.73037916436782
21173342,4.587561056124661
10019796,4.16140813176117
13116069,5.241060080435022
16245464,4.781582140546124
2298801,5.066427274741998
884803,5.536182825872711
16480090,5.052372329821984
9855805,4.0615915513766705
11407704,4.002686947870169
15572980,4.061412705518258
8457785,5.586391628079524
4115403,5.660177992515199
10138784,4.5030320760349545
16592678,4.624370701675622
7194843,4.983426057708292
20754111,5.255774098470431
19808904,5.205690628367645
16240085,3.971983718421463
16390897,5.384069679446372
15217021,5.352862283078447
2899177,4.367228145841239
823880,6.336442500731592
17960485,4.778585496182021
37197,5.234802524681372
17843177,4.703906058092535
20872950,5.491718942558926
12028495,4.767307462570223
14824136,5.2450084882983505
5084563,4.545971611084462
9168809,4.315264987961628
16490010,5.514194760833005
752084,4.59400261510971
1391683,4.061117244836479
13862932,4.714241294091545
18969917,5.030507102455769
2536255,4.6005438903236895
7401453,3.915178494977444
8048838,4.627711085703133
17094930,5.388327002403514
1213652,5.297644888388099
18650533,4.796465746810254
18428776,4.261704943276186
3497750,4.683241641256967
12784763,4.680665539724327
10166945,5.183551636159309
17024368,5.069439065872549
10550345,4.431233193683443
12135309,5.702524809691381
17845579,3.8428912675944615
17887871,4.5010821769763325
20310828,4.491572333409095
16367772,5.229026882624482
14007277,5.241886639902679
10187948,5.822458812724595
1979502,5.574220255398399
4025466,4.811730675185794
7010681,4.337326697894386
2210088,5.054526309061004
16487475,4.806975617554753
7132520,4.4518075716565955
6329731,4.261123675206909
16633430,4.56880922267928
1586489,3.977180134815494
14556587,5.9061260763279675
20332537,5.608137498371471
19504228,4.687567863792745
7124926,3.93103199514724
724656,5.355390779916064
17857598,5.379065618116553
7198878,4.101579586536519
1954429,4.4769467956943325
17552926,4.808302582570779
18947464,5.009850697252821
555596,4.172818002024582
8687518,4.1765217854846455
2754975,3.95486381670676
15591048,4.805260288904431
68403,5.067661746803567
16123133,4.285810099619229
16545677,5.410565392335263
9909328,5.38286568154584
9372609,4.706310372143351
15507297,4.2489810558514405
3104839,5.495170959331469
5628808,5.083762568530598
10043483,4.210018196200899
13882820,4.8411835308429785
5804060,4.91532999611149
13880330,4.62470374800679
16515346,5.069698566195035
9734018,3.8903171254962574
13343870,3.583456325734064
10102418,4.493966501243617
20903084,5.1721240041602
17642625,5.572603728113272
12547180,4.112725779860026
15509545,4.108029701719641
253466,3.8653466769481013
13223336,4.233284609301274
17152842,5.300358371743053
8411226,4.605735553422559
16234017,5.435192412597515
2627940,5.34579233472822
13669161,5.029149481312042
20933293,4.649974894561821
7930895,4.09408862714183
16812656,4.428897929244682
13031184,4.739416796251729
476919,5.906366382699416
20729133,4.034177368810443
15755492,4.397913990065932
16707888,4.306186801889726
3466620,6.099655022622666
17498442,6.148614440229063
12364198,4.394881928529537
15942888,4.906050268483133
20969932,4.391438224860216
11363122,4.127261951136726
18667247,4.585298936406699
10672015,5.285224222921138
12008897,4.369169895865309
10230060,5.007006889175593
12630408,5.014309497464072
14186084,4.3051303641276375
16160310,3.6816296937744912
3454343,4.398203380672631
6135485,5.5200868339388816
12544280,4.661839189072121
13276066,5.388033229367397
2503128,4.693976298339077
3717427,5.015535670226711
16441864,4.243776582870947
10058134,4.5915587631724675
13346431,4.357763731091231
15740950,5.558375326496033
13080618,4.879731284003263
17865806,4.186486027639095
19777573,5.296211795387946
11064084,4.750257162729525
8850423,5.059410531189004
7472068,4.751071713169879
10779412,5.61079941689896
331450,4.97764942276161
9347680,4.71211314164083
12955368,4.719318265799206
12231352,4.5362469278608195
16004577,4.645465103272255
7311059,3.834703692174543
4663928,4.525818466559354
376559,4.903098352859965
13591611,4.9844209318953725
1656621,4.7969795574312055
18314314,5.214956029222611
9791362,5.311827316480122
61153,4.031921043481122
3868503,5.5387710515485775
19192001,5.511853271688215
15990034,4.8259717171361345
18637173,4.63364892114683
18331809,5.049601350800127
18296371,4.801653273948035
14038936,3.945967921129453
16870359,4.667395913704698
271130,5.089314835242386
14169399,3.9765729039957485
9734844,4.174822372827351
12875096,5.283404837086876
12803399,4.358311526755349
15871074,4.8505417766905055
3953322,4.295374734064108
12230297,4.405471336069672
13860706,4.766939085116735
5360210,6.473601479315538
12973167,5.059495041303218
15057743,4.43733165396886
17750227,6.173697738592313
3544343,4.681224905438425
11434047,4.39580503182343
8649889,4.551547393881534
1907186,4.103075419922119
10156269,4.93871196289515
248865,5.612035084287706
7274441,5.290581977086662
16122843,6.028965914458142
16002608,4.301582927238824
5364134,4.9527756164315
2979052,4.433893646082194
14066228,4.316805242776799
20581837,4.603394215547024
20395728,4.535202091966818
12569486,4.25131216544209
7518816,5.149028041543312
4137789,4.687481937828885
9633282,4.817624092890293
56859,6.066622037068925
16098984,6.346680131458936
6259989,5.672351055924708
7939407,3.8934645164972776
7517579,4.029506639880297
18730787,5.7366828078736125
13615838,4.503118571348712
6504030,4.296351147089083
2176963,4.574937712527798
6107258,4.874020640203819
3318417,4.056169727647349
6222260,6.245014093391765
17479706,4.896227487670721
19334291,4.315401518608172
4296362,4.4913289467630815
8627179,4.63704366835199
12454870,5.563758954363436
16042019,5.996077626895811
14189240,3.8419842708267264
2488022,6.084556492630934
18369887,4.983661925288967
17774890,4.6541856545055325
16082400,4.097593480666876
7020322,5.43300899686565
14774411,5.476642054206196
3852970,4.971152994134496
15870268,4.0697484816906515
6043296,5.622590855866414
14221607,4.114273981036704
17073983,5.132310499059297
17991551,4.31103112325653
15343720,3.913182742009198
2598841,4.154208316480491
10783121,4.677625376719547
5496554,4.255920446019669
13379739,5.164568398937607
1944155,4.820783127684371
13564007,4.517446146745043
20817835,4.218102757199785
9473440,3.9256860992357123
16359470,5.018225351271678
11150475,6.337695865964468
13094264,4.550280766973936
1822183,6.606727400084463
12518189,4.49136706836303
12455369,4.743744918421289
15468914,4.964245949404776
12905131,5.038205014971811
181972,5.063800665108807
20146269,4.537269039664083
17846157,3.7271452833702448
12270642,5.620409960110033
13514141,4.9829526949332426
16618112,4.896028919509384
7382491,5.009926811596167
14696763,4.7100415907809525
1090297,5.555075060631293
9473816,5.581373441652209
17515103,4.963239708446847
15370440,4.310055133398194
10524082,4.889345287954097
7182122,4.247481967226657
2070705,5.466029523157008
18763188,5.105303531151526
12433198,4.422153852531196
20353100,5.053226669191784
13897860,4.711819983015552
13209493,4.8305561111733315
16837677,4.945262084316572
6725556,5.029737208916118
10090585,4.338758537687108
14983123,5.797786151964657
1940006,5.047866514961052
7886331,5.049769581790728
20310503,4.783243624796003
18294493,4.84938706083815
720811,4.267172761014029
818189,3.948533343892764
16914048,4.995680883342663
755528,5.651728248163155
11656396,5.227600047657626
7112125,4.304380683510001
2975776,4.6320989365962415
386846,3.8077834326548627
17217670,6.000439897137317
4191637,6.2778208445213615
14217775,4.646651629607388
18760486,5.590188161734869
6732313,4.549517755119129
16382270,4.579774129646808
11582472,4.5599593584754015
17893451,5.56194412068628
8254893,5.21748581583245
19832188,5.523700021458425
634133,5.634326746471593
640589,4.656005968686628
16899141,3.785376972855892
20383768,4.78271326446827
16439512,4.849027577675311
17811587,4.813554134334793
2343987,5.058527199182102
5624807,4.920512436385842
971449,4.468390961013237
16807426,4.085584769809838
6599870,4.385856966229008
17616603,4.2355569065906655
6462549,4.703056918143637
20218811,4.144062090952985
5195346,4.47535069620863
1989842,5.203180576749646
3311544,5.158974201193328
18190744,3.8426766945640747
20480443,6.3064092756913395
15028308,4.536900871374792
2238488,4.982179917826148
15019476,4.867656556398711
1499630,4.565943266359112
8733790,4.983475935420544
8392488,5.777389524466495
7526377,4.500399816967296
12089766,4.679758952182161
10491137,5.7324456883681485
12736586,4.311685759420885
6844537,5.3072578507734764
7896248,4.410885420647851
8381472,4.8617267809056885
7280929,4.134263869273126
13250303,5.201644651775797
18752630,3.957641186013908
9490137,4.358031838847399
13360706,3.9853785189500734
19522525,3.8855221249165526
21053769,4.356574645533999
1352111,5.109226053826509
6361628,4.188246300370852
13388649,4.392368413348666
7086215,4.487219320480513
6696127,5.34404202440314
14050933,4.777624040989471
9611367,3.962616103138549
19170980,4.475193446830932
19780958,3.8295707740631375
15649332,6.0647892798536445
2330139,4.256275600621701
18324815,4.970066665510708
19812298,4.258107282907175
6573831,4.484163159961553
7790855,4.846333121812941
9697230,4.2204296758479325
2671736,4.333259596816351
13748851,5.20648754615038
15872614,4.161867517893064
8777405,4.075753477175621
10502172,4.171184286378025
12042,6.0711872750463485
15793708,4.964422088049993
14336061,4.073238061343889
15343420,4.9432693206822815
8446914,4.20440977327383
5995416,4.087099519672833
458046,4.53204003993236
14190524,3.585395772604955
15603347,5.238177483065599
19734162,5.96145972485052
14717119,5.125528342616763
14223920,5.390693960005159
6487660,6.587995167797525
982276,5.161819928179124
2365726,5.2399648813186595
17747697,5.304724173211429
16417593,4.560855273760947
3749971,4.5156040545992235
11585687,4.655912278539444
11817975,5.855993455050597
21154164,4.219351638541948
16515340,4.051941362827224
18942735,4.924262098187639
8326500,4.154525373730673
16050862,5.268038389420639
14969237,4.196512123173256
7727070,4.766153792379807
13902602,5.406834603604235
41399,3.938627861194389
6045552,5.301409972234616
18022456,5.164611418582773
4288361,5.109313776457839
3771687,5.086255893123978
